family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon,faixa_renda,faixa_etaria_responsavel
FAM00774,ANGELIM,RUA DO CRUZEIRO,URBANA,7,1924,274.86,1,0,0,52,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100774,-3.620485,-39.500636,BAIXA RENDA,ADULTO (31-60)
FAM00775,NOVO ANGELIM,RUA PRINCIPAL - NOVO ANGELIM,URBANA,3,439,146.33,0,0,0,34,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100775,-3.62484,-39.501895,POBREZA,ADULTO (31-60)
FAM00776,ITAMARATY,RUA FRANCISCO FERREIRA FONTENELES - ITAMARATY,URBANA,2,501,250.5,0,0,0,22,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Vala a céu aberto,0,NIS100776,-3.619046,-39.500465,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00777,ÁGUA FRIA,RUA DA ESCOLA - ÁGUA FRIA,RURAL,3,6804,2268.0,0,0,0,48,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Rede geral,Fossa séptica,0,NIS100777,-3.62964,-39.502412,ACIMA 1/2 SM,ADULTO (31-60)
FAM00778,ALTO SÃO JOÃO,RUA PRINCIPAL,URBANA,6,201,33.5,1,0,0,18,SUPERIOR COMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100778,-3.625375,-39.502088,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00779,APERTADA HORA,RUA NOVA - APERTADA HORA,RURAL,5,1273,254.6,0,0,0,55,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100779,-3.629581,-39.505456,BAIXA RENDA,ADULTO (31-60)
FAM00780,CASINHAS,RUA DO COMÉRCIO - CASINHAS,URBANA,1,836,836.0,0,0,1,31,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100780,-3.627317,-39.500843,ACIMA 1/2 SM,ADULTO (31-60)
FAM00781,NOVO ANGELIM,RUA JOSÉ DE ALENCAR,URBANA,5,718,143.6,1,0,0,18,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100781,-3.624612,-39.502431,POBREZA,ADULTO JOVEM (19-30)
FAM00782,VOLTA,RUA DO CRUZEIRO - VOLTA,URBANA,4,552,138.0,1,0,0,28,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100782,-3.622165,-39.499301,POBREZA,ADULTO JOVEM (19-30)
FAM00783,SERRA DO SÍTIO,RUA 7 DE SETEMBRO,RURAL,4,86,21.5,1,0,0,43,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100783,-3.622408,-39.505708,EXTREMA POBREZA,ADULTO (31-60)
FAM00784,CASINHAS,TRAVESSA DO SOL - CASINHAS,URBANA,5,488,97.6,0,0,0,32,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100784,-3.627254,-39.499074,EXTREMA POBREZA,ADULTO (31-60)
FAM00785,LAJEDOS,RUA 7 DE SETEMBRO - LAJEDOS,URBANA,6,457,76.17,1,0,0,39,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100785,-3.625424,-39.502922,EXTREMA POBREZA,ADULTO (31-60)
FAM00786,ITAMARATY,RUA DO MERCADO,URBANA,1,193,193.0,0,0,0,29,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100786,-3.620639,-39.500048,POBREZA,ADULTO JOVEM (19-30)
FAM00787,NOVO ANGELIM,RUA DO CRUZEIRO,URBANA,4,1113,278.25,0,0,0,44,SUPERIOR COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100787,-3.625578,-39.502981,BAIXA RENDA,ADULTO (31-60)
FAM00788,APERTADA HORA,RUA DO ESTÁDIO - APERTADA HORA,RURAL,2,177,88.5,1,0,1,31,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100788,-3.629381,-39.506828,EXTREMA POBREZA,ADULTO (31-60)
FAM00789,ALTO SÃO JOÃO,RUA SÃO PEDRO - ALTO SÃO JOÃO,URBANA,4,446,111.5,1,0,0,43,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100789,-3.624952,-39.501004,POBREZA,ADULTO (31-60)
FAM00790,JENIPAPO,RUA DA ESCOLA - JENIPAPO,RURAL,6,980,163.33,0,0,0,47,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100790,-3.625701,-39.513224,POBREZA,ADULTO (31-60)
FAM00791,CENTRO,RUA 7 DE SETEMBRO,URBANA,6,81,13.5,1,0,0,27,MÉDIO COMPLETO,MADEIRA,Poço,Rede coletora,0,NIS100791,-3.621337,-39.503273,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00792,FERRÃO,RUA NOVA - FERRÃO,RURAL,4,318,79.5,1,0,0,26,MÉDIO COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100792,-3.626737,-39.510036,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00793,ALTO SÃO JOÃO,RUA JOSÉ DE ALENCAR - ALTO SÃO JOÃO,URBANA,2,266,133.0,0,0,0,67,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100793,-3.62565,-39.503032,POBREZA,IDOSO (60+)
FAM00794,BELMONTE,RUA DO ESTÁDIO - BELMONTE,RURAL,3,2400,800.0,0,0,0,35,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100794,-3.629509,-39.508197,ACIMA 1/2 SM,ADULTO (31-60)
FAM00795,VOLTA,RUA PRINCIPAL - VOLTA,URBANA,4,115,28.75,0,0,1,76,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100795,-3.623942,-39.498631,EXTREMA POBREZA,IDOSO (60+)
FAM00796,VOLTA,RUA DA IGREJA - VOLTA,URBANA,6,110,18.33,1,0,0,21,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100796,-3.622728,-39.500513,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00797,VOLTA,RUA FRANCISCO FERREIRA FONTENELES - VOLTA,URBANA,6,381,63.5,0,0,0,31,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100797,-3.623595,-39.499991,EXTREMA POBREZA,ADULTO (31-60)
FAM00798,GUARIBUNA,RUA DA ESCOLA - GUARIBUNA,RURAL,4,132,33.0,1,0,0,36,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa rudimentar,0,NIS100798,-3.626573,-39.512878,EXTREMA POBREZA,ADULTO (31-60)
FAM00799,BARREIROS,RUA PRINCIPAL,RURAL,2,374,187.0,1,0,1,36,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100799,-3.631469,-39.508157,POBREZA,ADULTO (31-60)
FAM00800,ALTO SÃO JOÃO,RUA PRINCIPAL - ALTO SÃO JOÃO,URBANA,2,439,219.5,0,0,0,22,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100800,-3.626114,-39.501897,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00801,ALTO DA COLINA,RUA DO CRUZEIRO,URBANA,2,374,187.0,0,0,0,41,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100801,-3.623071,-39.503805,POBREZA,ADULTO (31-60)
FAM00802,LAJEDOS,RUA FRANCISCO FERREIRA FONTENELES,URBANA,5,744,148.8,1,0,0,50,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100802,-3.624899,-39.502476,POBREZA,ADULTO (31-60)
FAM00803,CENTRO,RUA NOSSA SENHORA,URBANA,4,3148,787.0,0,0,0,61,SUPERIOR COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100803,-3.620737,-39.504707,ACIMA 1/2 SM,IDOSO (60+)
FAM00804,VOLTA,RUA NOVA - VOLTA,URBANA,6,429,71.5,0,0,0,44,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100804,-3.623369,-39.498214,EXTREMA POBREZA,ADULTO (31-60)
FAM00805,BAIXA GRANDE,RUA NOSSA SENHORA - BAIXA GRANDE,RURAL,4,472,118.0,1,0,0,62,NÃO SABE LER/ESCREVER,PALHA,Poço,Fossa séptica,0,NIS100805,-3.630988,-39.504808,POBREZA,IDOSO (60+)
FAM00806,PRATA DOS GALDINOS,RUA NOVA - PRATA DOS GALDINOS,RURAL,4,563,140.75,1,0,0,28,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa rudimentar,0,NIS100806,-3.62019,-39.510379,POBREZA,ADULTO JOVEM (19-30)
FAM00807,BELA VISTA,RUA DO ESTÁDIO - BELA VISTA,URBANA,4,238,59.5,1,0,0,52,FUNDAMENTAL INCOMPLETO,MADEIRA,Cisterna,Vala a céu aberto,0,NIS100807,-3.621544,-39.502233,EXTREMA POBREZA,ADULTO (31-60)
FAM00808,SÍTIO OITICICA,RUA DA IGREJA,RURAL,2,347,173.5,1,0,0,50,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100808,-3.619429,-39.506941,POBREZA,ADULTO (31-60)
FAM00809,ALTO DA COLINA,RUA SÃO PEDRO - ALTO DA COLINA,URBANA,2,96,48.0,0,0,1,53,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100809,-3.622748,-39.504478,EXTREMA POBREZA,ADULTO (31-60)
FAM00810,BARREIROS,RUA DO ESTÁDIO - BARREIROS,RURAL,4,821,205.25,0,0,0,51,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa rudimentar,1,NIS100810,-3.630516,-39.507935,POBREZA,ADULTO (31-60)
FAM00811,ALTO DA COLINA,AVENIDA CENTRAL - ALTO DA COLINA,URBANA,5,590,118.0,0,0,0,37,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100811,-3.622956,-39.503159,POBREZA,ADULTO (31-60)
FAM00812,SÍTIO OITICICA,RUA DO COMÉRCIO - SÍTIO OITICICA,RURAL,3,213,71.0,1,0,0,27,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100812,-3.620059,-39.506218,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00813,LAJEDOS,RUA FRANCISCO FERREIRA FONTENELES - LAJEDOS,URBANA,7,1993,284.71,1,0,0,19,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100813,-3.624153,-39.505187,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00814,BOM JESUS,RUA DO ESTÁDIO,RURAL,4,288,72.0,1,0,0,47,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100814,-3.626657,-39.5088,EXTREMA POBREZA,ADULTO (31-60)
FAM00815,BAIXA GRANDE,RUA DO COMÉRCIO - BAIXA GRANDE,RURAL,3,524,174.67,1,0,0,56,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100815,-3.631839,-39.502777,POBREZA,ADULTO (31-60)
FAM00816,PEDRA FURADA,RUA DA ESCOLA - PEDRA FURADA,RURAL,4,397,99.25,1,0,0,55,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Poço,Fossa séptica,0,NIS100816,-3.622818,-39.509345,EXTREMA POBREZA,ADULTO (31-60)
FAM00817,SÍTIO PAU ALTO,RUA DO COMÉRCIO - SÍTIO PAU ALTO,RURAL,3,1318,439.33,1,0,0,52,MÉDIO COMPLETO,TAIPA REVESTIDA,Rede geral,Fossa séptica,0,NIS100817,-3.61653,-39.506054,BAIXA RENDA,ADULTO (31-60)
FAM00818,APERTADA HORA,RUA DO CRUZEIRO,RURAL,4,917,229.25,0,0,0,39,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100818,-3.628269,-39.503806,BAIXA RENDA,ADULTO (31-60)
FAM00819,SOBRADINHO,RUA FRANCISCO FERREIRA FONTENELES - SOBRADINHO,RURAL,2,581,290.5,0,0,0,26,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100819,-3.620926,-39.503724,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00820,BAIXA GRANDE,RUA FRANCISCO FERREIRA FONTENELES,RURAL,4,317,79.25,0,0,0,38,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Rede geral,Fossa rudimentar,0,NIS100820,-3.631258,-39.505757,EXTREMA POBREZA,ADULTO (31-60)
FAM00821,FERRÃO,RUA NOSSA SENHORA - FERRÃO,RURAL,3,927,309.0,0,0,0,43,NÃO SABE LER/ESCREVER,PALHA,Cisterna,Vala a céu aberto,0,NIS100821,-3.625579,-39.5086,BAIXA RENDA,ADULTO (31-60)
FAM00822,SÍTIO PAU ALTO,RUA NOVA - SÍTIO PAU ALTO,RURAL,4,400,100.0,1,0,1,39,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100822,-3.617118,-39.506209,EXTREMA POBREZA,ADULTO (31-60)
FAM00823,LAJEDOS,AVENIDA CENTRAL - LAJEDOS,URBANA,6,1019,169.83,1,0,0,39,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100823,-3.624334,-39.505498,POBREZA,ADULTO (31-60)
FAM00824,CENTRO,RUA DO COMÉRCIO,URBANA,6,408,68.0,1,0,0,46,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100824,-3.622975,-39.505249,EXTREMA POBREZA,ADULTO (31-60)
FAM00825,ANGELIM,RUA FRANCISCO FERREIRA FONTENELES - ANGELIM,URBANA,5,420,84.0,1,0,0,29,MÉDIO COMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100825,-3.623489,-39.501391,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00826,ITAMARATY,RUA 7 DE SETEMBRO - ITAMARATY,URBANA,2,2001,1000.5,0,0,0,27,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100826,-3.623148,-39.499054,ACIMA 1/2 SM,ADULTO JOVEM (19-30)
FAM00827,JENIPAPO,RUA DA IGREJA,RURAL,7,1262,180.29,0,0,0,33,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100827,-3.625484,-39.51499,POBREZA,ADULTO (31-60)
FAM00828,BELA VISTA,RUA 7 DE SETEMBRO,URBANA,7,287,41.0,1,0,0,34,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100828,-3.619622,-39.501854,EXTREMA POBREZA,ADULTO (31-60)
FAM00829,BELA VISTA,RUA JOSÉ DE ALENCAR,URBANA,5,654,130.8,1,0,0,50,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100829,-3.620352,-39.501662,POBREZA,ADULTO (31-60)
FAM00830,ALTO SÃO JOÃO,RUA NOSSA SENHORA - ALTO SÃO JOÃO,URBANA,3,178,59.33,1,0,0,23,NÃO SABE LER/ESCREVER,OUTRA,Rede geral,Fossa séptica,0,NIS100830,-3.625981,-39.501162,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00831,FERRÃO,RUA DA IGREJA - FERRÃO,RURAL,1,125,125.0,1,0,0,18,FUNDAMENTAL COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100831,-3.627887,-39.506486,POBREZA,ADULTO JOVEM (19-30)
FAM00832,LAJEDOS,RUA PRINCIPAL,URBANA,5,254,50.8,0,0,0,35,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100832,-3.62614,-39.503646,EXTREMA POBREZA,ADULTO (31-60)
FAM00833,ALTO SÃO JOÃO,RUA DA IGREJA - ALTO SÃO JOÃO,URBANA,3,441,147.0,0,0,0,43,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100833,-3.625448,-39.501785,POBREZA,ADULTO (31-60)
FAM00834,ALTO DA COLINA,RUA SÃO PEDRO - ALTO DA COLINA,URBANA,6,1004,167.33,1,0,0,18,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100834,-3.622476,-39.504273,POBREZA,ADULTO JOVEM (19-30)
FAM00835,ÁGUA FRIA,RUA 7 DE SETEMBRO - ÁGUA FRIA,RURAL,4,632,158.0,1,0,0,47,MÉDIO COMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100835,-3.628958,-39.502293,POBREZA,ADULTO (31-60)
FAM00836,CASINHAS,RUA DA ESCOLA - CASINHAS,URBANA,2,321,160.5,1,0,0,32,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Cisterna,Rede coletora,1,NIS100836,-3.626517,-39.500479,POBREZA,ADULTO (31-60)
FAM00837,ALTO SÃO JOÃO,RUA DO CRUZEIRO,URBANA,6,528,88.0,1,0,0,18,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Fossa séptica,0,NIS100837,-3.62399,-39.501584,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00838,AÇUDE DOS VIANAS,RUA FRANCISCO FERREIRA FONTENELES,RURAL,3,438,146.0,1,0,0,30,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100838,-3.630213,-39.502596,POBREZA,ADULTO (31-60)
FAM00839,ALTO SÃO JOÃO,RUA DO ESTÁDIO - ALTO SÃO JOÃO,URBANA,2,298,149.0,1,0,0,34,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100839,-3.626006,-39.500721,POBREZA,ADULTO (31-60)
FAM00840,GUARIBUNA,TRAVESSA DO SOL - GUARIBUNA,RURAL,3,936,312.0,1,0,0,50,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100840,-3.626688,-39.511246,BAIXA RENDA,ADULTO (31-60)
FAM00841,BELA VISTA,RUA JOSÉ DE ALENCAR - BELA VISTA,URBANA,3,2161,720.33,0,0,0,26,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,1,NIS100841,-3.619538,-39.500991,ACIMA 1/2 SM,ADULTO JOVEM (19-30)
FAM00842,SÃO JOÃO,RUA DO MERCADO,RURAL,4,134,33.5,0,0,0,29,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100842,-3.618402,-39.511056,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00843,ALTO SÃO JOÃO,RUA PRINCIPAL - ALTO SÃO JOÃO,URBANA,2,155,77.5,1,0,1,37,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100843,-3.624381,-39.501099,EXTREMA POBREZA,ADULTO (31-60)
FAM00844,BELA VISTA,AVENIDA CENTRAL - BELA VISTA,URBANA,8,715,89.38,1,0,0,46,MÉDIO COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100844,-3.620581,-39.502149,EXTREMA POBREZA,ADULTO (31-60)
FAM00845,LAJEDOS,RUA DO COMÉRCIO - LAJEDOS,URBANA,5,701,140.2,1,0,1,47,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100845,-3.625856,-39.504341,POBREZA,ADULTO (31-60)
FAM00846,BELA VISTA,RUA DO COMÉRCIO,URBANA,4,1486,371.5,0,0,0,48,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100846,-3.620662,-39.502197,BAIXA RENDA,ADULTO (31-60)
FAM00847,BOM JESUS,RUA SÃO PEDRO - BOM JESUS,RURAL,3,974,324.67,0,0,1,55,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Poço,Vala a céu aberto,0,NIS100847,-3.627359,-39.506011,BAIXA RENDA,ADULTO (31-60)
FAM00848,SANTA MARIA,RUA SÃO PEDRO - SANTA MARIA,RURAL,3,181,60.33,0,0,0,38,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100848,-3.621437,-39.508337,EXTREMA POBREZA,ADULTO (31-60)
FAM00849,CASINHAS,RUA 7 DE SETEMBRO - CASINHAS,URBANA,2,661,330.5,0,0,0,34,MÉDIO COMPLETO,OUTRA,Poço,Rede coletora,0,NIS100849,-3.6282,-39.499478,BAIXA RENDA,ADULTO (31-60)
FAM00850,CARRAPATO,TRAVESSA DO SOL,RURAL,2,374,187.0,0,1,1,56,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa rudimentar,0,NIS100850,-3.629289,-39.512096,POBREZA,ADULTO (31-60)
FAM00851,LAJEDOS,RUA DA IGREJA,URBANA,3,1029,343.0,0,0,0,36,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100851,-3.625376,-39.503577,BAIXA RENDA,ADULTO (31-60)
FAM00852,ANGELIM,RUA JOSÉ DE ALENCAR - ANGELIM,URBANA,1,1224,1224.0,0,0,0,40,FUNDAMENTAL INCOMPLETO,MADEIRA,Rede geral,Vala a céu aberto,0,NIS100852,-3.626155,-39.502176,ACIMA 1/2 SM,ADULTO (31-60)
FAM00853,PARAÍSO,RUA SÃO PEDRO - PARAÍSO,RURAL,5,484,96.8,0,0,0,21,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Vala a céu aberto,0,NIS100853,-3.623272,-39.512801,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00854,JENIPAPO,RUA PRINCIPAL - JENIPAPO,RURAL,6,168,28.0,1,0,0,25,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100854,-3.626905,-39.513497,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00855,SÍTIO PAU ALTO,RUA 7 DE SETEMBRO,RURAL,3,475,158.33,0,0,0,18,FUNDAMENTAL COMPLETO,PALHA,Poço,Fossa séptica,0,NIS100855,-3.617747,-39.504042,POBREZA,ADULTO JOVEM (19-30)
FAM00856,BELA VISTA,RUA DO ESTÁDIO,URBANA,4,339,84.75,1,0,0,54,FUNDAMENTAL INCOMPLETO,OUTRA,Rede geral,Rede coletora,0,NIS100856,-3.621342,-39.501617,EXTREMA POBREZA,ADULTO (31-60)
FAM00857,SANTA MARIA,RUA DO CRUZEIRO - SANTA MARIA,RURAL,4,610,152.5,0,0,0,36,SUPERIOR COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100857,-3.622391,-39.508973,POBREZA,ADULTO (31-60)
FAM00858,CASINHAS,RUA 7 DE SETEMBRO - CASINHAS,URBANA,5,708,141.6,1,0,0,49,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100858,-3.627488,-39.501284,POBREZA,ADULTO (31-60)
FAM00859,SOBRADINHO,RUA NOVA - SOBRADINHO,RURAL,6,162,27.0,1,0,0,21,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100859,-3.619151,-39.505107,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00860,JENIPAPO,RUA JOSÉ DE ALENCAR - JENIPAPO,RURAL,3,2181,727.0,0,0,0,31,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100860,-3.625977,-39.511819,ACIMA 1/2 SM,ADULTO (31-60)
FAM00861,ALTO DA COLINA,TRAVESSA DO SOL - ALTO DA COLINA,URBANA,3,399,133.0,0,0,0,68,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100861,-3.622808,-39.5048,POBREZA,IDOSO (60+)
FAM00862,VOLTA,RUA DO ESTÁDIO - VOLTA,URBANA,4,478,119.5,0,0,0,18,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100862,-3.623833,-39.499415,POBREZA,ADULTO JOVEM (19-30)
FAM00863,MUNDAÚ,TRAVESSA DO SOL - MUNDAÚ,RURAL,5,322,64.4,1,0,0,27,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100863,-3.624875,-39.510337,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00864,NOVO ANGELIM,RUA 7 DE SETEMBRO,URBANA,8,504,63.0,1,0,0,37,FUNDAMENTAL COMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100864,-3.626226,-39.502907,EXTREMA POBREZA,ADULTO (31-60)
FAM00865,BELA VISTA,AVENIDA CENTRAL - BELA VISTA,URBANA,7,1380,197.14,0,0,0,19,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100865,-3.620237,-39.503742,POBREZA,ADULTO JOVEM (19-30)
FAM00866,NOVO ANGELIM,AVENIDA CENTRAL - NOVO ANGELIM,URBANA,2,1016,508.0,0,0,0,37,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100866,-3.625109,-39.50402,BAIXA RENDA,ADULTO (31-60)
FAM00867,ANGELIM,AVENIDA CENTRAL - ANGELIM,URBANA,4,537,134.25,1,0,1,63,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100867,-3.622467,-39.501617,POBREZA,IDOSO (60+)
FAM00868,ITAMARATY,RUA DO CRUZEIRO - ITAMARATY,URBANA,6,457,76.17,0,0,0,57,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100868,-3.619993,-39.499673,EXTREMA POBREZA,ADULTO (31-60)
