family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon
FAM00421,Bela Vista,Rua São Pedro - Bela Vista,urbana,6,134,22.33,0,0,0,51,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100421,-3.619816,-39.502787
FAM00422,Barreiros,Rua José de Alencar - Barreiros,rural,5,1066,213.2,1,0,0,44,Fundamental incompleto,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100422,-3.629498,-39.508828
FAM00423,São João,Rua da Escola - São João,rural,4,855,213.75,1,0,0,47,Fundamental completo,Palha,Poço,Vala a céu aberto,0,NIS100423,-3.618462,-39.508173
FAM00424,Volta,Rua do Comércio,urbana,5,370,74.0,1,0,0,49,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100424,-3.623589,-39.499353
FAM00425,Retiro,Rua São Pedro - Retiro,rural,3,448,149.33,0,0,0,19,Médio completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100425,-3.620141,-39.51313
FAM00426,Serra do Sítio,Rua 7 de Setembro,rural,3,571,190.33,1,0,0,52,Fundamental incompleto,Taipa não revestida,Cisterna,Fossa séptica,0,NIS100426,-3.62092,-39.507479
FAM00427,Apertada Hora,Rua Nossa Senhora,rural,3,518,172.67,0,0,0,26,Fundamental incompleto,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100427,-3.628826,-39.506357
FAM00428,Itamaraty,Rua da Escola,urbana,4,637,159.25,0,0,0,43,Superior incompleto,Madeira,Rede geral,Rede coletora,0,NIS100428,-3.620306,-39.500046
FAM00429,Bela Vista,Rua São Pedro - Bela Vista,urbana,1,80,80.0,0,0,0,49,Fundamental completo,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100429,-3.619858,-39.502427
FAM00430,Centro,Rua do Mercado,urbana,6,405,67.5,1,0,0,47,Superior incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100430,-3.622242,-39.505841
FAM00431,Angelim,Rua São Pedro - Angelim,urbana,3,540,180.0,0,0,0,46,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100431,-3.622496,-39.502578
FAM00432,Novo Angelim,Travessa do Sol - Novo Angelim,urbana,4,547,136.75,0,0,0,41,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100432,-3.622979,-39.504749
FAM00433,Alto da Colina,Rua Principal - Alto da Colina,urbana,3,1176,392.0,0,1,1,32,Não sabe ler/escrever,Outra,Rede geral,Rede coletora,0,NIS100433,-3.622299,-39.503763
FAM00434,Lajedos,Rua 7 de Setembro - Lajedos,urbana,4,347,86.75,0,0,0,44,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100434,-3.627011,-39.50451
FAM00435,Alto da Colina,Rua Principal - Alto da Colina,urbana,5,908,181.6,0,0,0,42,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100435,-3.623211,-39.50379
FAM00436,Angelim,Rua do Estádio - Angelim,urbana,2,693,346.5,0,0,0,51,Fundamental completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100436,-3.621731,-39.500144
FAM00437,Lajedos,Rua Nossa Senhora,urbana,2,517,258.5,0,0,0,30,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100437,-3.626375,-39.5055
FAM00438,Apertada Hora,Rua Nossa Senhora - Apertada Hora,rural,5,101,20.2,1,0,1,46,Não sabe ler/escrever,Taipa revestida,Cisterna,Fossa séptica,0,NIS100438,-3.630122,-39.505202
FAM00439,Prata dos Galdinos,Rua Nossa Senhora,rural,2,133,66.5,1,0,0,68,Fundamental completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100439,-3.621014,-39.511642
FAM00440,Centro,Avenida Central - Centro,urbana,4,242,60.5,1,0,0,38,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100440,-3.622451,-39.505324
FAM00441,Casinhas,Travessa do Sol - Casinhas,urbana,4,145,36.25,1,0,0,59,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100441,-3.628298,-39.498217
FAM00442,Volta,Rua Principal - Volta,urbana,4,936,234.0,0,0,0,38,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100442,-3.623375,-39.498345
FAM00443,Casinhas,Rua do Cruzeiro - Casinhas,urbana,5,82,16.4,0,0,0,32,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100443,-3.627054,-39.500783
FAM00444,Volta,Rua Francisco Ferreira Fonteneles - Volta,urbana,6,344,57.33,0,0,0,48,Fundamental completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100444,-3.62274,-39.49927
FAM00445,Sobradinho,Travessa do Sol,rural,1,619,619.0,0,0,0,29,Médio completo,Taipa revestida,Poço,Fossa séptica,0,NIS100445,-3.61852,-39.505737
FAM00446,Alto São João,Rua Principal - Alto São João,urbana,4,360,90.0,1,0,0,39,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100446,-3.625151,-39.501479
FAM00447,Novo Angelim,Avenida Central - Novo Angelim,urbana,5,928,185.6,0,0,0,34,Médio completo,Madeira,Rede geral,Fossa séptica,0,NIS100447,-3.623002,-39.503267
FAM00448,Santa Maria,Rua do Mercado,rural,2,494,247.0,0,0,0,67,Médio completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100448,-3.620263,-39.507686
FAM00449,Sítio Pirapora,Rua José de Alencar,rural,5,536,107.2,0,0,0,27,Fundamental completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100449,-3.622351,-39.504991
FAM00450,Itamaraty,Travessa do Sol,urbana,3,196,65.33,1,0,0,49,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100450,-3.619061,-39.501496
FAM00451,Bananal,Rua 7 de Setembro - Bananal,rural,6,171,28.5,0,0,0,45,Médio completo,Taipa não revestida,Cisterna,Vala a céu aberto,0,NIS100451,-3.627537,-39.506174
FAM00452,Casinhas,Rua do Cruzeiro,urbana,2,474,237.0,1,0,0,36,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100452,-3.625999,-39.499072
FAM00453,Bom Jesus,Rua São Pedro,rural,4,358,89.5,1,0,0,43,Fundamental completo,Palha,Poço,Fossa rudimentar,0,NIS100453,-3.626564,-39.506229
FAM00454,Sítio Pau Alto,Rua do Mercado - Sítio Pau Alto,rural,4,1967,491.75,0,0,0,48,Superior completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100454,-3.618118,-39.504369
FAM00455,Casinhas,Rua Nossa Senhora,urbana,2,362,181.0,1,0,0,49,Fundamental completo,Madeira,Rede geral,Rede coletora,0,NIS100455,-3.628156,-39.498553
FAM00456,Alto São João,Rua José de Alencar - Alto São João,urbana,4,603,150.75,0,0,1,64,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100456,-3.625023,-39.501545
FAM00457,Novo Angelim,Rua do Estádio,urbana,1,705,705.0,0,1,0,45,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100457,-3.624137,-39.504111
FAM00458,Serra do Sítio,Rua São Pedro - Serra do Sítio,rural,5,579,115.8,0,0,0,31,Fundamental incompleto,Palha,Poço,Fossa rudimentar,0,NIS100458,-3.620799,-39.507854
FAM00459,Angelim,Avenida Central - Angelim,urbana,3,230,76.67,1,0,0,54,Médio completo,Madeira,Rede geral,Rede coletora,0,NIS100459,-3.62365,-39.503041
FAM00460,Alto da Colina,Rua do Estádio,urbana,4,200,50.0,1,0,0,53,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100460,-3.622942,-39.503
FAM00461,Bela Vista,Rua da Escola,urbana,1,1628,1628.0,0,0,0,72,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100461,-3.61999,-39.502376
FAM00462,Alto São João,Rua Nova - Alto São João,urbana,3,130,43.33,1,0,0,36,Fundamental completo,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100462,-3.624152,-39.501659
FAM00463,Sítio Oiticica,Rua José de Alencar - Sítio Oiticica,rural,4,147,36.75,0,0,0,36,Médio completo,Taipa revestida,Poço,Fossa séptica,0,NIS100463,-3.619285,-39.507304
FAM00464,Prata dos Galdinos,Rua São Pedro,rural,6,193,32.17,1,0,0,41,Não sabe ler/escrever,Taipa revestida,Cisterna,Fossa séptica,0,NIS100464,-3.621925,-39.511022
FAM00465,Novo Angelim,Avenida Central - Novo Angelim,urbana,1,131,131.0,1,0,0,56,Superior completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100465,-3.622078,-39.501526
FAM00466,Açude dos Vianas,Rua José de Alencar - Açude dos Vianas,rural,4,3442,860.5,0,0,0,18,Médio completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100466,-3.62775,-39.501231
FAM00467,Volta,Rua do Comércio,urbana,5,107,21.4,0,0,1,41,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100467,-3.623597,-39.501924
FAM00468,Ouro,Rua Nova - Ouro,rural,4,1005,251.25,1,0,0,26,Fundamental incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100468,-3.624578,-39.510886
FAM00469,Ferrão,Rua Nossa Senhora,rural,4,164,41.0,1,0,0,30,Fundamental incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100469,-3.626948,-39.509177
FAM00470,Bom Jesus,Avenida Central,rural,7,564,80.57,1,0,0,33,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100470,-3.626997,-39.508811
FAM00471,Angelim,Rua do Mercado - Angelim,urbana,3,459,153.0,1,0,0,35,Médio completo,Outra,Rede geral,Rede coletora,0,NIS100471,-3.621914,-39.500567
FAM00472,Lajedos,Rua 7 de Setembro - Lajedos,urbana,5,370,74.0,1,0,0,21,Médio completo,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100472,-3.626125,-39.504411
FAM00473,Angelim,Rua da Igreja - Angelim,urbana,6,649,108.17,1,0,0,34,Médio completo,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100473,-3.623019,-39.500374
FAM00474,Açude dos Vianas,Rua da Igreja - Açude dos Vianas,rural,5,430,86.0,1,0,0,63,Fundamental completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100474,-3.628001,-39.501982
FAM00475,Alto da Colina,Rua Principal,urbana,3,155,51.67,0,0,0,52,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100475,-3.623852,-39.503797
FAM00476,Belmonte,Rua 7 de Setembro - Belmonte,rural,6,1183,197.17,1,0,0,50,Fundamental completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100476,-3.63299,-39.508678
FAM00477,Novo Angelim,Rua José de Alencar - Novo Angelim,urbana,4,2031,507.75,0,0,0,33,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100477,-3.624629,-39.503581
FAM00478,Pedra Furada,Rua Nossa Senhora,rural,7,3258,465.43,0,0,0,22,Superior completo,Taipa não revestida,Rede geral,Fossa rudimentar,0,NIS100478,-3.623623,-39.509302
FAM00479,Belmonte,Rua 7 de Setembro,rural,2,2279,1139.5,0,0,0,41,Médio completo,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100479,-3.630797,-39.509728
FAM00480,Alto São João,Rua do Cruzeiro,urbana,2,154,77.0,1,0,0,54,Não sabe ler/escrever,Alvenaria com revestimento,Cisterna,Fossa séptica,0,NIS100480,-3.625725,-39.501323
FAM00481,Alto São João,Rua José de Alencar,urbana,4,274,68.5,0,0,0,36,Médio completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100481,-3.623985,-39.501367
FAM00482,Centro,Rua Principal,urbana,5,825,165.0,1,0,0,29,Fundamental completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100482,-3.621659,-39.504952
FAM00483,Angelim,Rua Nova - Angelim,urbana,5,465,93.0,1,1,1,61,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100483,-3.6236,-39.502047
FAM00484,Novo Angelim,Rua 7 de Setembro,urbana,4,1110,277.5,0,0,0,37,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100484,-3.624751,-39.504663
FAM00485,Belmonte,Rua da Escola - Belmonte,rural,5,297,59.4,1,0,1,36,Não sabe ler/escrever,Taipa revestida,Poço,Fossa rudimentar,0,NIS100485,-3.632743,-39.507826
FAM00486,Lajedos,Avenida Central,urbana,6,382,63.67,1,0,0,52,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100486,-3.62567,-39.504732
FAM00487,Ouro,Rua da Igreja,rural,4,754,188.5,0,0,0,31,Fundamental completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100487,-3.622908,-39.511641
FAM00488,Casinhas,Avenida Central,urbana,4,822,205.5,0,0,0,32,Não sabe ler/escrever,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100488,-3.626674,-39.500593
FAM00489,Novo Angelim,Rua 7 de Setembro,urbana,4,93,23.25,0,0,0,22,Não sabe ler/escrever,Alvenaria com revestimento,Cisterna,Fossa séptica,1,NIS100489,-3.62435,-39.504196
FAM00490,Pedra Furada,Avenida Central,rural,2,828,414.0,1,0,0,32,Médio completo,Palha,Cisterna,Fossa rudimentar,0,NIS100490,-3.623624,-39.510198
FAM00491,Volta,Rua 7 de Setembro - Volta,urbana,4,122,30.5,1,0,1,63,Fundamental incompleto,Madeira,Rede geral,Fossa séptica,0,NIS100491,-3.623521,-39.498324
FAM00492,Mundaú,Rua da Escola,rural,5,1766,353.2,0,0,0,37,Fundamental completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100492,-3.622425,-39.509839
FAM00493,Canto Escuro,Rua da Escola - Canto Escuro,rural,6,142,23.67,1,0,0,45,Fundamental incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100493,-3.626672,-39.509225
FAM00494,Alto da Colina,Rua Principal,urbana,4,79,19.75,1,0,0,24,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100494,-3.622013,-39.503262
FAM00495,Alto da Colina,Avenida Central - Alto da Colina,urbana,7,1179,168.43,1,0,0,18,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100495,-3.622158,-39.503685
FAM00496,Bela Vista,Rua 7 de Setembro - Bela Vista,urbana,4,521,130.25,1,0,0,19,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100496,-3.621306,-39.502385
FAM00497,Casinhas,Rua Nossa Senhora - Casinhas,urbana,3,261,87.0,0,0,1,37,Superior completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100497,-3.627217,-39.499931
FAM00498,São João,Rua do Comércio - São João,rural,3,843,281.0,0,0,0,26,Fundamental completo,Taipa revestida,Cisterna,Fossa séptica,0,NIS100498,-3.618224,-39.507063
FAM00499,Barreiros,Rua Nova - Barreiros,rural,4,750,187.5,1,0,0,40,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa rudimentar,0,NIS100499,-3.629897,-39.507973
FAM00500,Alto São João,Rua da Escola - Alto São João,urbana,6,314,52.33,0,0,0,45,Fundamental completo,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100500,-3.625257,-39.502402
FAM00501,Lajedos,Rua Nossa Senhora - Lajedos,urbana,5,452,90.4,1,0,0,26,Superior incompleto,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100501,-3.625305,-39.504528
FAM00502,Casinhas,Rua São Pedro - Casinhas,urbana,6,225,37.5,0,0,0,33,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100502,-3.629039,-39.501289
FAM00503,Angelim,Rua Principal - Angelim,urbana,4,473,118.25,0,0,0,36,Médio completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100503,-3.621786,-39.501667
FAM00504,Alto da Colina,Rua da Escola,urbana,5,189,37.8,1,0,0,65,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100504,-3.621244,-39.504567
FAM00505,Alto da Colina,Avenida Central - Alto da Colina,urbana,5,350,70.0,0,0,0,47,Médio completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100505,-3.624494,-39.505176
FAM00506,Itamaraty,Rua da Escola - Itamaraty,urbana,6,592,98.67,1,0,0,35,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100506,-3.619855,-39.500167
FAM00507,Centro,Rua 7 de Setembro,urbana,6,492,82.0,1,0,0,41,Superior incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100507,-3.621826,-39.504593
FAM00508,Casinhas,Rua do Comércio - Casinhas,urbana,5,950,190.0,0,0,0,23,Médio completo,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100508,-3.625618,-39.499881
FAM00509,Angelim,Rua Francisco Ferreira Fonteneles,urbana,3,337,112.33,0,0,0,51,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100509,-3.621295,-39.500013
FAM00510,Água Fria,Rua da Igreja - Água Fria,rural,3,624,208.0,0,0,0,18,Fundamental completo,Taipa não revestida,Poço,Fossa séptica,0,NIS100510,-3.630437,-39.504017
FAM00511,Angelim,Rua 7 de Setembro - Angelim,urbana,2,421,210.5,1,0,0,56,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100511,-3.62433,-39.501598
FAM00512,Itamaraty,Rua do Cruzeiro - Itamaraty,urbana,2,642,321.0,0,0,0,67,Fundamental incompleto,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100512,-3.620837,-39.501224
FAM00513,Alto São João,Rua Principal,urbana,3,498,166.0,0,0,0,37,Fundamental completo,Outra,Rede geral,Rede coletora,0,NIS100513,-3.625255,-39.50323
FAM00514,Sobradinho,Rua Francisco Ferreira Fonteneles - Sobradinho,rural,2,1059,529.5,0,0,0,50,Fundamental incompleto,Palha,Poço,Vala a céu aberto,0,NIS100514,-3.618653,-39.504962
FAM00515,Lajedos,Rua da Escola - Lajedos,urbana,6,270,45.0,1,0,0,63,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100515,-3.626507,-39.504014
FAM00516,Alto São João,Rua José de Alencar - Alto São João,urbana,4,117,29.25,1,0,1,18,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100516,-3.625995,-39.502043
FAM00517,Mundaú,Avenida Central,rural,3,187,62.33,0,0,0,33,Fundamental completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100517,-3.625732,-39.509727
FAM00518,Itamaraty,Rua Francisco Ferreira Fonteneles - Itamaraty,urbana,4,840,210.0,0,0,0,40,Fundamental incompleto,Outra,Rede geral,Fossa séptica,0,NIS100518,-3.621289,-39.498099
FAM00519,Angelim,Rua do Estádio,urbana,2,937,468.5,0,0,0,46,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100519,-3.623616,-39.500733
FAM00520,Alto São João,Rua Principal,urbana,5,381,76.2,1,0,0,58,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100520,-3.627082,-39.500421
FAM00521,Bela Vista,Travessa do Sol - Bela Vista,urbana,2,1223,611.5,0,0,0,23,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100521,-3.618048,-39.502728
FAM00522,Ouro,Rua Principal - Ouro,rural,4,335,83.75,1,0,0,50,Médio completo,Taipa revestida,Cisterna,Vala a céu aberto,0,NIS100522,-3.625039,-39.511435
FAM00523,Lajedos,Rua do Cruzeiro - Lajedos,urbana,4,545,136.25,1,0,0,75,Médio completo,Madeira,Rede geral,Rede coletora,0,NIS100523,-3.626055,-39.504497
FAM00524,Centro,Rua do Comércio - Centro,urbana,4,314,78.5,1,0,0,41,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100524,-3.621799,-39.504227
FAM00525,Itamaraty,Rua Nossa Senhora - Itamaraty,urbana,3,251,83.67,1,0,0,43,Superior incompleto,Alvenaria com revestimento,Cisterna,Fossa séptica,0,NIS100525,-3.619909,-39.500627
FAM00526,Prata dos Galdinos,Rua da Escola,rural,6,3713,618.83,0,0,0,18,Médio completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100526,-3.622783,-39.510341
FAM00527,Bela Vista,Rua Nova,urbana,3,284,94.67,1,0,0,34,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100527,-3.619949,-39.503239
FAM00528,Apertada Hora,Rua da Igreja,rural,3,114,38.0,0,0,0,49,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100528,-3.628751,-39.506337
FAM00529,Novo Angelim,Rua São Pedro - Novo Angelim,urbana,4,1195,298.75,1,0,0,66,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100529,-3.623164,-39.50433
FAM00530,Retiro,Rua Nossa Senhora - Retiro,rural,5,1574,314.8,0,0,0,61,Fundamental completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100530,-3.619962,-39.513798
FAM00531,Lajedos,Rua Nova - Lajedos,urbana,2,2422,1211.0,0,0,0,44,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100531,-3.625998,-39.503953
FAM00532,Casinhas,Travessa do Sol,urbana,1,159,159.0,1,0,0,54,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100532,-3.625505,-39.500838
FAM00533,Alto São João,Rua do Mercado,urbana,4,296,74.0,1,0,0,46,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100533,-3.623945,-39.503439
FAM00534,Mundaú,Rua da Escola - Mundaú,rural,5,297,59.4,1,0,0,42,Fundamental incompleto,Taipa não revestida,Rede geral,Vala a céu aberto,0,NIS100534,-3.625096,-39.508016
FAM00535,Lajedos,Travessa do Sol - Lajedos,urbana,3,314,104.67,0,0,0,42,Fundamental incompleto,Madeira,Poço,Rede coletora,0,NIS100535,-3.626655,-39.503165
FAM00536,Angelim,Rua São Pedro - Angelim,urbana,3,245,81.67,1,0,0,58,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100536,-3.621749,-39.501547
FAM00537,Lajedos,Rua Francisco Ferreira Fonteneles - Lajedos,urbana,7,1433,204.71,0,0,0,18,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100537,-3.625735,-39.503138
FAM00538,Lajedos,Rua 7 de Setembro - Lajedos,urbana,3,4376,1458.67,0,0,0,33,Superior completo,Madeira,Poço,Fossa séptica,0,NIS100538,-3.624003,-39.505304
FAM00539,Apertada Hora,Rua Nossa Senhora,rural,3,560,186.67,0,0,0,65,Fundamental incompleto,Palha,Poço,Fossa séptica,0,NIS100539,-3.62888,-39.504047
FAM00540,Barreiros,Rua do Cruzeiro - Barreiros,rural,3,114,38.0,1,0,0,18,Fundamental completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100540,-3.630217,-39.505361
FAM00541,Barreiros,Rua da Escola,rural,5,709,141.8,0,0,0,40,Médio completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100541,-3.630031,-39.507692
FAM00542,Bela Vista,Rua do Comércio,urbana,4,488,122.0,1,0,0,40,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100542,-3.619996,-39.501005
FAM00543,Belmonte,Rua do Comércio - Belmonte,rural,4,972,243.0,0,0,0,41,Não sabe ler/escrever,Taipa não revestida,Cisterna,Fossa séptica,0,NIS100543,-3.630039,-39.508364
FAM00544,Pedra Furada,Rua Principal - Pedra Furada,rural,2,1081,540.5,0,0,0,75,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa rudimentar,0,NIS100544,-3.62319,-39.508405
FAM00545,Bananal,Rua Francisco Ferreira Fonteneles - Bananal,rural,1,489,489.0,0,0,0,28,Médio completo,Taipa revestida,Cisterna,Fossa séptica,0,NIS100545,-3.627845,-39.507269
FAM00546,Novo Angelim,Rua José de Alencar,urbana,3,1244,414.67,0,0,0,31,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100546,-3.62542,-39.504365
FAM00547,Lajedos,Rua José de Alencar - Lajedos,urbana,3,3222,1074.0,0,0,1,45,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100547,-3.626233,-39.50358
FAM00548,Canto Escuro,Rua Francisco Ferreira Fonteneles,rural,4,355,88.75,0,0,0,59,Fundamental incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100548,-3.628303,-39.511066
FAM00549,Belmonte,Rua da Escola - Belmonte,rural,5,340,68.0,1,0,0,33,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100549,-3.631416,-39.507263
FAM00550,São João,Rua da Escola,rural,3,629,209.67,0,0,0,54,Fundamental completo,Taipa revestida,Rede geral,Fossa séptica,0,NIS100550,-3.615951,-39.509349
FAM00551,Alto São João,Rua Principal - Alto São João,urbana,4,2932,733.0,0,0,0,35,Fundamental completo,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100551,-3.6256,-39.502301
FAM00552,Santa Úrsula,Rua Nova - Santa Úrsula,rural,2,795,397.5,1,0,0,48,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Fossa rudimentar,0,NIS100552,-3.618516,-39.508771
FAM00553,Bom Jesus,Rua Nossa Senhora - Bom Jesus,rural,5,1027,205.4,0,0,0,27,Fundamental completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100553,-3.627132,-39.507329
FAM00554,Lajedos,Rua do Cruzeiro - Lajedos,urbana,7,246,35.14,1,0,0,62,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100554,-3.626105,-39.504996
FAM00555,Alto da Colina,Travessa do Sol - Alto da Colina,urbana,2,163,81.5,1,0,0,42,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100555,-3.622835,-39.502895
FAM00556,Bela Vista,Rua da Igreja - Bela Vista,urbana,7,256,36.57,1,0,0,55,Médio completo,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100556,-3.621625,-39.502065
FAM00557,Alto da Colina,Rua do Cruzeiro,urbana,2,393,196.5,0,0,0,36,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100557,-3.623249,-39.504051
FAM00558,Baixa Grande,Rua do Mercado - Baixa Grande,rural,3,686,228.67,0,0,0,53,Fundamental incompleto,Palha,Poço,Fossa séptica,0,NIS100558,-3.633329,-39.504814
FAM00559,Angelim,Rua do Estádio,urbana,6,356,59.33,1,1,0,50,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100559,-3.623098,-39.50236
FAM00560,Itamaraty,Rua Principal - Itamaraty,urbana,3,767,255.67,0,0,0,26,Fundamental completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100560,-3.620868,-39.502901
FAM00561,Centro,Rua do Comércio,urbana,3,569,189.67,0,0,0,24,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100561,-3.620809,-39.506212
